subscriber_id,customer_id,dealer_code,plan_code,join_date,churn_date
S-93878,C-39192,DLR-01,PLN-UMAX,05/01/2023,04/15/2025
S-93879,C-39192,DLR-01,PLN-T12,05/08/2024,
S-93880,C-39193,DLR-09,PLN-U69,07/15/2025,
S-93881,C-39194,DLR-01,PLN-S200,03/19/2022,
S-93882,C-39195,DLR-09,PLN-S200,09/06/2025,
S-93883,C-39195,dlr-05,PLN-UMAX,11/07/2025,
S-93884,C-39196,DLR-09,PLN-B60,09/04/2023,06/21/2024
S-93885,C-39196,DLR-06,PLN-UMAX,05/07/2024,
S-93886,C-39197,dlr-03,PLN-B60,06/01/2025,
S-93887,C-39198,DLR-07,PLN-S100,09/19/2024,07/26/2025
S-93888,C-39199,DLR-01,PLN-T21,12/03/2023,08/01/2025
S-93889,C-39200,DLR-01,PLN-SNR,08/04/2021,07/18/2025
S-93890,C-39201,DLR-07,PLN-SNR,11/15/2022,
S-93891,C-39202,DLR-04,PLN-S100,10/07/2025,
S-93892,C-39203,DLR-02,PLN-B40,05/17/2025,
S-93893,C-39204,DLR-06,PLN-SNR,04/28/2022,10/22/2022
S-93894,C-39204,DLR-08,PLN-B60,06/04/2022,
S-93895,C-39205,DLR-01,PLN-S200,12/05/2022,10/21/2023
S-93896,C-39205,DLR-02,PLN-UMAX,08/19/2023,
S-93897,C-39205,DLR-10,PLN-FAM,02/06/2024,
S-93898,C-39206,DLR-09,PLN-B60,09/17/2021,12/18/2021
S-93899,C-39207,DLR-06 ,PLN-B60,02/01/2024,
S-93900,C-39207,DLR-01,PLN-S100,01/03/2025,
S-93901,C-39208,DLR-06,PLN-UMAX,07/30/2023,11/03/2023
S-93902,C-39209,DLR-03,PLN-B60,01/14/2025,
S-93903,C-39210,DLR-06,PLN-S300,07/31/2021,01/22/2022
S-93904,C-39211,DLR-05,PLN-SNR,10/12/2023,07/03/2025
S-93905,C-39212,DLR-07,PLN-T03,12/04/2023,
S-93906,C-39213,DLR-09,PLN-UMAX,10/05/2021,11/25/2023
S-93907,C-39213,DLR-03,PLN-T18,08/11/2022,
S-93908,C-39214,DLR-04,PLN-B60,04/20/2025,
S-93909,C-39214,DLR-06,PLN-S100,11/09/2025,
S-93910,C-39215,DLR-03,PLN-T05,08/18/2024,
S-93911,C-39216,DLR-03,PLN-YTH,12/15/2023,
S-93912,C-39217,DLR-01 ,PLN-S100,12/14/2021,06/03/2023
S-93913,C-39218,DLR-08,PLN-FAM,11/02/2022,
S-93914,C-39219,DLR-02,PLN-S100,06/01/2023,09/04/2024
S-93915,C-39220,DLR-06,PLN-T07,05/17/2025,
S-93916,C-39221,DLR-05,PLN-U69,01/13/2021,12/11/2021
S-93917,C-39222,DLR-09 ,PLN-S200,11/06/2023,
S-93918,C-39222,DLR-09,PLN-B40,12/19/2024,
S-93919,C-39222,DLR-03,PLN-T22,10/12/2024,
S-93920,C-39222,DLR-03,PLN-T12,02/08/2025,
S-93921,C-39223,DLR-02,PLN-S100,08/12/2024,07/18/2025
S-93922,C-39224,DLR-09,PLN-B40,01/31/2022,08/16/2024
S-93923,C-39225,DLR-09,PLN-S200,11/13/2025,
S-93924,C-39226,DLR-01,PLN-T20,01/07/2021,
S-93925,C-39226,DLR-10,PLN-T24,05/02/2022,
S-93926,C-39226,DLR-09,PLN-S100,03/19/2022,
S-93927,C-39226,DLR-01 ,PLN-YTH,05/10/2022,
S-93928,C-39227,DLR-9,PLN-T05,07/12/2022,12/12/2025
S-93929,C-39228,DLR-01,PLN-S100,04/05/2022,
S-93930,C-39228,DLR-06,PLN-S200,01/12/2023,04/11/2025
S-93931,C-39229,DLR-02,PLN-T19,09/13/2024,07/30/2025
S-93932,C-39230,DLR-05,PLN-B60,09/04/2021,06/29/2022
S-93933,C-39231,DLR-09,PLN-U69,11/16/2025,
S-93934,C-39232,DLR-10,PLN-FAM,11/01/2023,03/09/2025
S-93935,C-39233,DLR-08,PLN-S200,12/20/2023,03/23/2024
S-93936,C-39233,DLR-04,PLN-T06,12/21/2024,
S-93937,C-39233,DLR-01 ,PLN-S200,04/28/2025,
S-93938,C-39234,DLR-01,PLN-S100,10/13/2024,
S-93939,C-39235,DLR-3,PLN-S200,06/24/2025,11/09/2025
S-93940,C-39236,DLR-03,PLN-S100,06/28/2025,
S-93941,C-39237,DLR-03,PLN-SNR,09/12/2025,
S-93942,C-39238,DLR-03,PLN-S100,02/14/2023,
S-93943,C-39238,DLR-04,PLN-S100,01/08/2024,
S-93944,C-39238,DLR-01,PLN-FAM,04/23/2024,
S-93945,C-39239,DLR-01,PLN-S200,04/28/2024,
S-93946,C-39239,DLR-1,PLN-S300,07/10/2024,
S-93947,C-39240,DLR-05,PLN-T17,01/29/2024,
S-93948,C-39241,DLR-06,PLN-U69,08/22/2022,04/26/2025
S-93949,C-39241,DLR-01,PLN-T22,11/04/2023,01/13/2024
S-93950,C-39242,DLR-03,PLN-S300,08/21/2021,
S-93951,C-39243,DLR-09,PLN-FAM,07/05/2025,
S-93952,C-39244,DLR-05,PLN-S200,07/29/2025,
S-93953,C-39245,DLR-03,PLN-B60,02/09/2023,03/24/2025
S-93954,C-39245,DLR-08,PLN-B60,04/06/2023,
S-93955,C-39245,DLR-01,PLN-UMAX,02/12/2024,
S-93956,C-39245,dlr-01,PLN-B60,06/18/2023,
S-93957,C-39245,dlr-07,PLN-T14,06/01/2023,
S-93958,C-39246,DLR-09,PLN-T23,02/07/2023,
S-93959,C-39247,DLR-09,PLN-YTH,12/27/2023,10/14/2024
S-93960,C-39248,DLR-01,PLN-S200,05/30/2025,
S-93961,C-39249,DLR-01,PLN-S100,08/30/2025,
S-93962,C-39250,DLR-10,PLN-B60,08/11/2023,05/30/2024
S-93963,C-39251,DLR-05,PLN-S100,11/03/2021,12/15/2024
S-93964,C-39251,DLR-08,PLN-T08,06/10/2022,08/04/2023
S-93965,C-39252,DLR-03,PLN-T24,03/11/2025,
S-93966,C-39253,DLR-03,PLN-S200,05/14/2024,01/25/2025
S-93967,C-39254,DLR-06,PLN-S200,12/28/2024,
S-93968,C-39255,DLR-04,PLN-S100,05/27/2024,
S-93969,C-39255,DLR-01 ,PLN-YTH,11/28/2024,
S-93970,C-39256,DLR-01,PLN-S100,12/07/2023,
S-93971,C-39257,DLR-09,PLN-UMAX,11/19/2023,03/19/2025
S-93972,C-39257,DLR-03,PLN-T22,01/10/2025,08/27/2025
S-93973,C-39257,DLR-08,PLN-B60,08/25/2024,
S-93974,C-39257,DLR-09,PLN-UMAX,02/24/2024,
S-93975,C-39258,DLR-10,PLN-B40,01/17/2025,
S-93976,C-39258,DLR-02,PLN-S100,07/24/2025,
S-93977,C-39259,DLR-09,PLN-S100,11/29/2023,
S-93978,C-39259,DLR-03,PLN-S100,12/01/2023,
S-93979,C-39260,DLR-01,PLN-S200,07/29/2023,
S-93980,C-39260,DLR-03,PLN-S200,02/20/2024,11/23/2025
S-93981,C-39260,DLR-09,PLN-YTH,10/03/2024,01/28/2025
S-93982,C-39260,DLR-2,PLN-T11,11/29/2024,
S-93983,C-39260,DLR-08,PLN-B60,12/31/2024,
S-93984,C-39261,DLR-07,PLN-U69,11/22/2024,
S-93985,C-39261,DLR-01,PLN-UMAX,09/29/2025,12/14/2025
S-93986,C-39262,DLR-03,PLN-B60,10/10/2022,
S-93987,C-39262,DLR-01,PLN-T08,12/24/2023,
S-93988,C-39262,DLR-01,PLN-S200,09/08/2023,12/07/2024
S-93989,C-39262,DLR-10,PLN-YTH,09/19/2023,
S-93990,C-39263,DLR-09 ,PLN-S300,08/08/2025,
S-93991,C-39264,DLR-3,PLN-S300,06/11/2025,
S-93992,C-39265,DLR-09,PLN-T13,08/28/2021,12/12/2023
S-93993,C-39265,DLR-09,PLN-S100,11/08/2021,
S-93994,C-39265,DLR-07,PLN-UMAX,08/19/2022,12/05/2023
S-93995,C-39266,DLR-01,PLN-B40,06/20/2025,
S-93996,C-39267,DLR-07,PLN-S200,05/14/2023,
S-93997,C-39267,DLR-07,PLN-T05,07/26/2024,08/22/2025
S-93998,C-39268,DLR-01,PLN-FAM,04/11/2025,
S-93999,C-39268,DLR-10,PLN-U69,05/12/2025,09/07/2025
S-94000,C-39269,DLR-01,PLN-B40,03/05/2023,
S-94001,C-39269,DLR-03,PLN-T01,10/07/2023,
S-94002,C-39270,DLR-03,PLN-B60,12/07/2022,
S-94003,C-39271,DLR-3,PLN-B60,02/19/2024,
S-94004,C-39272,dlr-09,PLN-T20,02/24/2023,
S-94005,C-39273,DLR-9,PLN-S200,02/03/2024,
S-94006,C-39274,DLR-06,PLN-FAM,08/05/2025,
S-94007,C-39275,DLR-10,PLN-FAM,09/12/2021,05/29/2023
S-94008,C-39275,DLR-01 ,PLN-S200,11/21/2022,
S-94009,C-39276,DLR-05 ,PLN-S100,11/27/2022,03/17/2023
S-94010,C-39276,DLR-06,PLN-YTH,05/07/2024,10/29/2024
S-94011,C-39277,DLR-10,PLN-U69,10/10/2024,
S-94012,C-39278,DLR-09,PLN-S100,07/17/2022,05/04/2024
S-94013,C-39279,DLR-01,PLN-T16,03/01/2024,03/17/2025
S-94014,C-39280,dlr-02,PLN-S100,03/16/2025,
S-94015,C-39281,DLR-01,PLN-T21,03/27/2021,
S-94016,C-39282,DLR-01,PLN-T22,03/05/2025,
S-94017,C-39282,DLR-01,PLN-T01,10/07/2025,
S-94018,C-39282,DLR-10,PLN-S100,07/06/2025,
S-94019,C-39282,DLR-01,PLN-S200,06/23/2025,
S-94020,C-39283,DLR-02,PLN-SNR,03/18/2024,
S-94021,C-39284,DLR-09,PLN-S200,08/23/2025,
S-94022,C-39285,DLR-01,PLN-S200,08/23/2024,
S-94023,C-39286,DLR-06,PLN-UMAX,04/13/2022,06/01/2025
S-94024,C-39287,DLR-09,PLN-YTH,01/24/2021,
S-94025,C-39287,dlr-02,PLN-S100,11/24/2021,
S-94026,C-39287,DLR-01,PLN-B40,05/18/2022,
S-94027,C-39287,DLR-10,PLN-S200,06/26/2022,07/31/2022
S-94028,C-39287,DLR-02,PLN-B40,07/25/2021,
S-94029,C-39288,DLR-01,PLN-YTH,07/21/2025,10/02/2025
S-94030,C-39289,DLR-01,PLN-S300,10/10/2021,
S-94031,C-39289,DLR-09,PLN-S200,07/12/2022,10/10/2025
S-94032,C-39290,DLR-06,PLN-S100,08/22/2025,
S-94033,C-39291,dlr-03,PLN-UMAX,08/12/2024,
S-94034,C-39292,DLR-01,PLN-S100,04/06/2021,
S-94035,C-39292,DLR-03,PLN-B60,03/04/2022,05/15/2024
S-94036,C-39292,DLR-09,PLN-S100,01/11/2022,
S-94037,C-39293,DLR-09,PLN-B60,05/24/2021,
S-94038,C-39293,DLR-1,PLN-YTH,06/14/2021,
S-94039,C-39294,DLR-02,PLN-B60,09/06/2024,
S-94040,C-39294,DLR-03,PLN-S300,12/07/2025,
S-94041,C-39294,DLR-02,PLN-B60,12/09/2024,
S-94042,C-39295,DLR-03,PLN-YTH,05/11/2025,
S-94043,C-39295,dlr-01,PLN-S200,09/19/2025,
S-94044,C-39296,DLR-05,PLN-S100,08/14/2022,12/25/2022
S-94045,C-39296,DLR-01,PLN-S100,11/04/2022,08/24/2023
S-94046,C-39296,DLR-06,PLN-T14,04/05/2023,
S-94047,C-39296,DLR-06,PLN-B60,04/03/2023,
S-94048,C-39297,DLR-09,PLN-B60,04/07/2022,03/18/2024
S-94049,C-39298,DLR-04,PLN-B40,11/20/2024,09/03/2025
S-94050,C-39299,DLR-09,PLN-S300,04/10/2025,
S-94051,C-39300,DLR-03,PLN-B60,10/12/2024,02/05/2025
S-94052,C-39300,DLR-09,PLN-UMAX,12/22/2025,
S-94053,C-39301,DLR-01,PLN-S100,09/15/2025,
S-94054,C-39302,DLR-08,PLN-UMAX,07/21/2021,
S-94055,C-39302,DLR-01,PLN-S200,11/19/2021,
S-94056,C-39302,DLR-08,PLN-SNR,04/26/2022,
S-94057,C-39302,DLR-02,PLN-UMAX,10/03/2022,
S-94058,C-39302,DLR-01,PLN-S100,09/24/2021,08/28/2025
S-94059,C-39303,DLR-09,PLN-B60,11/10/2021,
S-94060,C-39304,DLR-06,PLN-S300,03/07/2025,
S-94061,C-39305,DLR-3,PLN-T14,01/22/2025,07/28/2025
S-94062,C-39305,DLR-06,PLN-S100,03/26/2025,
S-94063,C-39306,DLR-09,PLN-UMAX,04/01/2023,
S-94064,C-39306,DLR-07,PLN-YTH,04/08/2024,
S-94065,C-39306,DLR-07,PLN-S300,08/21/2024,
S-94066,C-39306,DLR-01,PLN-T17,04/20/2024,
S-94067,C-39307,DLR-01,PLN-YTH,07/04/2024,04/06/2025
S-94068,C-39307,DLR-08,PLN-S300,01/10/2025,
S-94069,C-39308,DLR-03,PLN-T05,05/10/2025,10/13/2025
S-94070,C-39308,DLR-08,PLN-FAM,08/30/2025,
S-94071,C-39309,DLR-07,PLN-S300,12/06/2022,01/18/2023
S-94072,C-39310,DLR-03,PLN-S200,09/04/2024,
S-94073,C-39310,DLR-03,PLN-T18,08/31/2025,
S-94074,C-39310,DLR-03,PLN-B60,06/15/2025,
S-94075,C-39311,DLR-02,PLN-T04,01/27/2025,
S-94076,C-39312,DLR-03,PLN-U69,10/02/2025,
S-94077,C-39313,DLR-03,PLN-B40,06/14/2023,09/17/2024
S-94078,C-39314,DLR-09,PLN-U69,11/06/2024,
S-94079,C-39314,DLR-01,PLN-T10,07/06/2025,
S-94080,C-39314,dlr-07,PLN-T10,05/27/2025,
S-94081,C-39314,DLR-01,PLN-S200,11/13/2025,
S-94082,C-39314,DLR-01 ,PLN-YTH,03/10/2025,
S-94083,C-39315,DLR-06,PLN-T10,11/14/2022,
S-94084,C-39315,DLR-09 ,PLN-T09,02/26/2023,
S-94085,C-39315,DLR-03,PLN-T01,06/18/2023,
S-94086,C-39315,DLR-01,PLN-YTH,01/10/2024,05/09/2024
S-94087,C-39316,DLR-04,PLN-T13,10/13/2025,
S-94088,C-39317,DLR-07,PLN-S300,08/10/2025,
S-94089,C-39318,DLR-09,PLN-S100,10/04/2023,04/17/2025
S-94090,C-39319,DLR-09,PLN-SNR,04/25/2021,
S-94091,C-39319,DLR-01,PLN-T09,08/16/2021,11/11/2021
S-94092,C-39319,DLR-03,PLN-U69,10/13/2022,
S-94093,C-39319,DLR-04,PLN-T16,12/21/2021,
S-94094,C-39319,DLR-09,PLN-UMAX,05/03/2022,
S-94095,C-39320,DLR-02,PLN-B40,10/06/2025,
S-94096,C-39320,DLR-04,PLN-S100,12/29/2025,
S-94097,C-39321,DLR-07,PLN-T04,10/01/2024,
S-94098,C-39322,DLR-10,PLN-S300,10/28/2021,12/11/2021
S-94099,C-39322,DLR-10,PLN-T22,01/23/2023,03/28/2025
S-94100,C-39322,DLR-03,PLN-B60,03/01/2022,
S-94101,C-39323,DLR-07,PLN-S200,11/25/2023,01/31/2025
S-94102,C-39324,DLR-10,PLN-S100,07/22/2023,
S-94103,C-39325,DLR-06,PLN-T18,05/20/2024,
S-94104,C-39325,DLR-03,PLN-B60,06/20/2025,11/02/2025
S-94105,C-39325,DLR-05,PLN-S200,12/10/2024,
S-94106,C-39325,DLR-01,PLN-S100,05/24/2025,
S-94107,C-39326,DLR-09,PLN-YTH,01/26/2022,
S-94108,C-39327,dlr-01,PLN-S100,09/05/2021,02/06/2022
S-94109,C-39328,DLR-09,PLN-S100,07/06/2022,03/16/2023
S-94110,C-39329,DLR-10,PLN-S100,11/05/2025,
S-94111,C-39330,DLR-01 ,PLN-YTH,02/18/2022,
S-94112,C-39330,DLR-03,PLN-S300,08/11/2023,02/29/2024
S-94113,C-39331,DLR-09,PLN-SNR,09/17/2025,
S-94114,C-39332,DLR-08,PLN-YTH,04/26/2025,
S-94115,C-39333,DLR-04,PLN-SNR,10/20/2024,
S-94116,C-39334,DLR-03,PLN-B40,02/11/2025,07/19/2025
S-94117,C-39335,DLR-09,PLN-UMAX,03/29/2025,
S-94118,C-39336,DLR-03,PLN-T12,11/19/2025,
S-94119,C-39336,DLR-09,PLN-YTH,12/11/2025,
S-94120,C-39337,DLR-09,PLN-T09,08/01/2024,07/20/2025
S-94121,C-39338,DLR-07,PLN-YTH,04/15/2025,
S-94122,C-39339,DLR-01,PLN-UMAX,03/26/2022,08/30/2024
S-94123,C-39339,DLR-01,PLN-FAM,07/21/2023,
S-94124,C-39340,DLR-08,PLN-T07,09/29/2023,
S-94125,C-39340,DLR-06,PLN-T24,11/05/2024,
S-94126,C-39341,DLR-01,PLN-S200,12/30/2023,
S-94127,C-39342,DLR-01,PLN-B60,07/01/2022,05/09/2023
S-94128,C-39343,DLR-01,PLN-S300,03/26/2021,11/07/2024
S-94129,C-39343,DLR-10,PLN-T16,08/17/2021,
S-94130,C-39343,DLR-01,PLN-T06,06/01/2022,
S-94131,C-39344,DLR-03,PLN-T09,04/19/2025,
S-94132,C-39345,dlr-01,PLN-SNR,02/23/2023,05/13/2025
S-94133,C-39346,DLR-08,PLN-S200,06/27/2021,03/30/2025
S-94134,C-39347,dlr-04,PLN-B60,06/19/2023,05/30/2024
S-94135,C-39348,DLR-03,PLN-T21,02/06/2024,04/18/2025
S-94136,C-39349,DLR-03,PLN-T10,06/11/2025,
S-94137,C-39350,DLR-03,PLN-S100,01/01/2025,06/01/2025
S-94138,C-39351,DLR-05,PLN-S300,05/25/2025,
S-94139,C-39352,DLR-03,PLN-FAM,12/14/2023,12/02/2025
S-94140,C-39353,DLR-07,PLN-T05,11/01/2023,07/01/2024
S-94141,C-39354,DLR-10,PLN-U69,09/12/2023,
S-94142,C-39354,DLR-01,PLN-S100,10/31/2023,
S-94143,C-39354,DLR-09,PLN-S100,11/11/2023,05/14/2024
S-94144,C-39355,DLR-07,PLN-UMAX,06/27/2025,
S-94145,C-39356,DLR-03,PLN-T07,01/30/2024,
S-94146,C-39357,DLR-09,PLN-U69,12/29/2021,
S-94147,C-39358,DLR-01,PLN-B60,04/11/2024,04/23/2025
S-94148,C-39358,dlr-04,PLN-T23,03/29/2025,
S-94149,C-39359,dlr-09,PLN-U69,10/19/2022,01/03/2023
S-94150,C-39359,DLR-09,PLN-YTH,09/11/2023,
S-94151,C-39360,DLR-01,PLN-S100,07/02/2021,06/23/2023
S-94152,C-39361,DLR-10 ,PLN-S200,04/01/2022,08/28/2022
S-94153,C-39362,DLR-09,PLN-B40,09/19/2023,01/20/2024
S-94154,C-39362,DLR-02,PLN-FAM,10/12/2024,
S-94155,C-39362,DLR-05,PLN-T15,02/16/2024,
S-94156,C-39363,dlr-02,PLN-SNR,08/20/2022,08/22/2025
S-94157,C-39363,DLR-03,PLN-B40,01/07/2024,
S-94158,C-39363,DLR-10,PLN-S100,03/10/2023,
S-94159,C-39364,DLR-9,PLN-S100,11/27/2023,02/27/2025
S-94160,C-39364,DLR-03,PLN-T19,03/21/2024,
S-94161,C-39364,DLR-04,PLN-S100,03/25/2024,
S-94162,C-39364,DLR-06,PLN-S100,12/12/2023,
S-94163,C-39365,DLR-10 ,PLN-U69,06/29/2025,
S-94164,C-39366,DLR-10,PLN-T05,10/21/2025,
S-94165,C-39367,DLR-04 ,PLN-S100,03/03/2025,
S-94166,C-39368,DLR-01,PLN-S300,03/04/2021,10/23/2021
S-94167,C-39369,DLR-06 ,PLN-B60,06/09/2024,
S-94168,C-39369,DLR-10,PLN-S200,11/27/2024,
S-94169,C-39369,DLR-01,PLN-YTH,10/15/2024,
S-94170,C-39369,DLR-01,PLN-T20,08/04/2024,
S-94171,C-39370,DLR-03,PLN-FAM,01/08/2024,09/13/2024
S-94172,C-39371,DLR-10,PLN-T09,07/24/2025,
S-94173,C-39372,DLR-07,PLN-T17,01/22/2024,
S-94174,C-39373,DLR-06,PLN-YTH,09/18/2022,10/25/2022
S-94175,C-39374,DLR-03,PLN-S100,03/12/2025,08/04/2025
S-94176,C-39375,DLR-09,PLN-T13,09/21/2022,
S-94177,C-39376,DLR-09,PLN-S100,02/24/2025,
S-94178,C-39376,dlr-09,PLN-FAM,09/28/2025,
S-94179,C-39377,DLR-3,PLN-FAM,01/17/2025,06/14/2025
S-94180,C-39378,DLR-03,PLN-S100,10/08/2023,03/11/2024
S-94181,C-39379,DLR-09,PLN-B60,06/21/2023,05/22/2025
S-94182,C-39380,DLR-03,PLN-T01,01/01/2025,06/17/2025
S-94183,C-39380,DLR-09,PLN-UMAX,04/19/2025,
S-94184,C-39381,DLR-06,PLN-B40,05/27/2025,
S-94185,C-39382,DLR-03,PLN-SNR,07/11/2021,01/08/2024
S-94186,C-39383,DLR-10,PLN-S100,10/04/2022,05/16/2025
S-94187,C-39384,dlr-06,PLN-S200,11/09/2025,
S-94188,C-39385,DLR-02 ,PLN-T19,12/02/2025,
S-94189,C-39386,DLR-3,PLN-S100,09/15/2023,10/16/2024
S-94190,C-39386,DLR-01,PLN-UMAX,02/19/2024,
S-94191,C-39387,dlr-09,PLN-B40,12/01/2023,04/06/2025
S-94192,C-39388,DLR-02,PLN-T23,08/29/2024,07/06/2025
S-94193,C-39389,DLR-3,PLN-B60,03/18/2025,08/03/2025
S-94194,C-39390,DLR-09 ,PLN-T15,09/18/2021,11/27/2023
S-94195,C-39390,DLR-10,PLN-S100,10/27/2021,05/17/2022
S-94196,C-39391,DLR-06,PLN-UMAX,02/28/2023,
S-94197,C-39391,DLR-10,PLN-S200,07/25/2023,
S-94198,C-39392,DLR-03,PLN-S200,01/10/2023,07/22/2023
S-94199,C-39392,DLR-08,PLN-B40,10/10/2023,01/05/2024
S-94200,C-39393,dlr-07,PLN-YTH,04/06/2022,10/30/2022
S-94201,C-39394,DLR-01,PLN-SNR,11/04/2025,
S-94202,C-39395,DLR-10,PLN-SNR,06/16/2023,12/25/2025
S-94203,C-39395,DLR-04,PLN-T17,02/03/2024,
S-94204,C-39396,DLR-06,PLN-S300,01/16/2022,
S-94205,C-39396,DLR-04,PLN-UMAX,06/26/2022,
S-94206,C-39396,DLR-09,PLN-S100,01/01/2023,
S-94207,C-39396,DLR-09,PLN-B60,03/12/2023,
S-94208,C-39397,DLR-07,PLN-SNR,03/22/2021,09/22/2022
S-94209,C-39398,DLR-01,PLN-UMAX,05/03/2022,09/13/2022
S-94210,C-39398,DLR-05,PLN-YTH,03/27/2023,11/08/2025
S-94211,C-39398,DLR-02,PLN-YTH,10/19/2023,04/06/2025
S-94212,C-39399,DLR-03,PLN-FAM,03/03/2022,03/10/2024
S-94213,C-39400,DLR-03,PLN-U69,06/12/2025,
S-94214,C-39401,DLR-09,PLN-S300,07/13/2024,
S-94215,C-39401,DLR-09,PLN-B60,10/18/2025,
S-94216,C-39402,DLR-03,PLN-YTH,06/20/2023,01/29/2024
S-94217,C-39403,DLR-03,PLN-SNR,03/13/2025,07/24/2025
S-94218,C-39404,DLR-09,PLN-UMAX,08/28/2023,05/12/2025
S-94219,C-39404,DLR-06,PLN-U69,08/30/2024,
S-94220,C-39405,DLR-10,PLN-T22,09/15/2021,11/09/2021
S-94221,C-39406,DLR-08 ,PLN-T16,07/16/2023,04/10/2025
S-94222,C-39406,DLR-01,PLN-T11,11/13/2024,
S-94223,C-39406,DLR-07 ,PLN-FAM,11/29/2023,
S-94224,C-39407,DLR-03,PLN-FAM,11/27/2023,
S-94225,C-39408,DLR-09,PLN-S100,11/07/2023,01/20/2024
S-94226,C-39409,DLR-04,PLN-S100,12/25/2025,
S-94227,C-39410,DLR-10,PLN-B60,08/19/2024,10/13/2025
S-94228,C-39411,DLR-09,PLN-T25,04/04/2024,
S-94229,C-39411,DLR-09,PLN-YTH,04/07/2025,
S-94230,C-39412,dlr-01,PLN-T02,02/07/2022,12/24/2023
S-94231,C-39413,DLR-06,PLN-FAM,08/21/2025,
S-94232,C-39414,DLR-01,PLN-U69,09/11/2021,09/30/2025
S-94233,C-39414,DLR-09,PLN-S200,02/23/2022,
S-94234,C-39415,DLR-02,PLN-T10,07/12/2023,10/23/2025
S-94235,C-39416,DLR-05,PLN-FAM,04/20/2024,04/12/2025
S-94236,C-39417,DLR-09,PLN-T04,10/17/2025,12/29/2025
S-94237,C-39418,DLR-9,PLN-T04,01/16/2023,07/13/2025
S-94238,C-39419,DLR-08,PLN-S100,08/18/2025,
S-94239,C-39420,DLR-01,PLN-S200,09/04/2022,04/27/2025
S-94240,C-39421,DLR-03,PLN-B60,06/16/2025,
S-94241,C-39422,DLR-8,PLN-FAM,04/12/2023,
S-94242,C-39422,DLR-09,PLN-YTH,07/21/2024,
S-94243,C-39423,DLR-03,PLN-FAM,06/12/2025,
S-94244,C-39424,DLR-09,PLN-T02,04/24/2024,07/13/2025
S-94245,C-39425,DLR-03,PLN-YTH,09/15/2023,
S-94246,C-39425,DLR-01,PLN-S100,03/21/2025,
S-94247,C-39426,dlr-02,PLN-T25,10/08/2024,
S-94248,C-39427,DLR-01 ,PLN-S100,06/06/2022,04/26/2025
S-94249,C-39428,DLR-09,PLN-B40,03/27/2021,
S-94250,C-39429,DLR-01,PLN-S100,02/13/2022,05/30/2022
S-94251,C-39430,DLR-03,PLN-B60,04/04/2025,10/30/2025
S-94252,C-39431,DLR-03,PLN-S200,04/15/2021,
S-94253,C-39432,dlr-06,PLN-B60,03/18/2025,
S-94254,C-39432,DLR-09,PLN-FAM,10/29/2025,
S-94255,C-39433,DLR-04,PLN-S100,06/18/2021,
S-94256,C-39433,DLR-08,PLN-T07,10/25/2022,
S-94257,C-39433,dlr-04,PLN-S100,08/04/2021,04/08/2022
S-94258,C-39433,DLR-06,PLN-FAM,10/06/2022,08/18/2024
S-94259,C-39434,DLR-06,PLN-S200,08/18/2025,
S-94260,C-39435,DLR-03,PLN-SNR,02/23/2025,
S-94261,C-39435,DLR-09,PLN-S300,06/07/2025,
S-94262,C-39436,DLR-04,PLN-B40,08/05/2022,
S-94263,C-39437,DLR-04,PLN-SNR,07/12/2024,
S-94264,C-39438,DLR-01,PLN-S200,06/07/2024,03/26/2025
S-94265,C-39439,DLR-10,PLN-S100,12/18/2024,
S-94266,C-39440,DLR-10,PLN-YTH,04/17/2024,
S-94267,C-39441,DLR-05,PLN-FAM,08/05/2024,
S-94268,C-39441,DLR-05,PLN-SNR,12/28/2024,
S-94269,C-39442,DLR-01,PLN-YTH,12/27/2025,
S-94270,C-39443,DLR-04,PLN-FAM,07/11/2022,
S-94271,C-39444,DLR-03,PLN-YTH,01/11/2025,
S-94272,C-39444,DLR-05,PLN-S300,04/30/2025,
S-94273,C-39444,DLR-01,PLN-S300,07/22/2025,11/17/2025
S-94274,C-39445,DLR-01,PLN-T24,06/18/2025,
S-94275,C-39446,DLR-09,PLN-T14,10/13/2022,07/31/2023
S-94276,C-39447,DLR-01,PLN-T25,10/25/2021,06/21/2022
S-94277,C-39448,DLR-03 ,PLN-S100,11/21/2021,
S-94278,C-39449,DLR-06 ,PLN-T07,03/22/2024,
S-94279,C-39449,DLR-09,PLN-S200,09/13/2024,
S-94280,C-39450,DLR-05,PLN-T05,11/14/2022,12/16/2023
S-94281,C-39451,DLR-03,PLN-S100,11/23/2025,
S-94282,C-39452,DLR-09 ,PLN-U69,06/21/2023,12/11/2023
S-94283,C-39452,DLR-03,PLN-UMAX,05/16/2024,
S-94284,C-39453,DLR-09,PLN-B40,02/26/2022,
S-94285,C-39453,DLR-01,PLN-B60,05/06/2022,07/05/2025
S-94286,C-39453,DLR-02,PLN-T20,01/19/2023,09/24/2023
S-94287,C-39454,dlr-05,PLN-YTH,04/06/2023,
S-94288,C-39455,DLR-02,PLN-FAM,03/27/2025,11/28/2025
S-94289,C-39456,DLR-04,PLN-B60,04/21/2022,08/19/2023
S-94290,C-39457,DLR-05,PLN-YTH,09/04/2025,
S-94291,C-39458,DLR-03,PLN-S100,04/08/2025,10/26/2025
S-94292,C-39459,DLR-05,PLN-B60,07/19/2025,
